YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC
2024,7,1,3,0.9430276610343654,38.23782162835735,5.195690821385986,100.28734628155306,3.737600508928012
2024,7,1,4,1.0853238384256985,33.96600574076446,3.6087056767753456,109.81648132596531,2.691489867958287
2024,7,1,5,1.6877466366060516,36.93035560524646,2.111309428120226,108.58202934353865,1.9713605684216298
2024,7,1,6,2.0541479322408596,36.59775253174189,2.1364897685933317,78.38671008709932,1.3975387732680746
2024,7,1,7,2.247203045681339,34.38956987904161,2.0238824522748056,80.64940213822719,1.54553395392088
2024,7,1,8,2.247590277420383,35.418642278358675,2.6551736116676152,115.28589500901994,2.210601893011851
2024,7,1,9,1.947030212727644,38.310295603498965,3.2737650112702723,89.77479960261472,2.4754811978362645
2024,7,1,10,0.9550523380824837,39.0711290736146,2.7976570382395587,111.62878727218144,2.4665225018902874
2024,7,1,11,0.898368001780799,34.29826311688832,2.8650175266114872,85.41938387207144,3.092795463051535
2024,7,1,12,0.38187945356292075,38.367333721412706,3.293011239443635,110.68241193072522,2.230495460963383
2024,7,1,13,0.04271206099305683,32.35464946862615,1.888862147709595,80.0831292936239,2.5350480837123217
2024,7,1,14,0.0,34.15152345312437,2.160618901887296,83.57474321000808,3.891632578903653
2024,7,1,15,0.0,33.90897361530437,2.2489516206814937,109.1219579495241,3.2041091210920163
2024,7,1,16,0.0,33.56034774103627,3.4803921731617997,111.75270402680944,4.008700407186228
2024,7,1,17,0.0,33.57437879070778,3.241369723340928,97.026729508066,4.21570114779715
2024,7,1,18,0.0,31.92748513853882,3.1686610239954645,85.11703029373709,3.5228960652744923
2024,7,1,19,0.0,28.364427458715376,2.567092035062283,105.4085495614042,2.9973915310473034
2024,7,1,20,0.0,31.01868967925097,2.964156900894987,82.10805505893424,2.480757273360951
2024,7,1,21,0.0,32.57800065197973,2.6292764170235805,103.37382365791271,2.5656803230830336
2024,7,1,22,0.0,30.8791511447218,3.0138450003107,101.97050870138241,3.192359126503756
2024,7,1,23,0.0,28.18094369174549,2.1806658705161817,95.79809949730449,3.3166978637039524
2024,7,2,0,0.029172633379730348,28.673556505159834,3.9194696472603594,101.6074333623475,3.5779715693339837
2024,7,2,1,0.1478606088557362,31.60601379286668,3.9479116930039693,103.6701437265099,3.763360958379847
2024,7,2,2,0.2830624577158703,31.151205606358197,4.47602789460149,99.7656583507031,4.085147316430436
2024,7,2,3,0.5556753005891542,33.05268157811184,6.186922111074792,81.17635327052777,5.39004907720647
2024,7,2,4,0.9790689113538932,37.35376719087292,5.816234714716677,80.36201222532488,5.929869060805352
2024,7,2,5,1.581862859821016,40.667087466502956,5.530809674665998,115.95810490476077,4.7578503303684085
2024,7,2,6,0.6148754534994189,36.759704336235615,4.313993783608688,109.38826808674389,4.472718344321473
2024,7,2,7,1.6355736646565964,38.26371945932253,4.368833943319256,92.35760361595639,3.4655157459526618
2024,7,2,8,1.4643518522478818,37.26915702776061,3.4409005423421597,107.07928996715832,2.9170911630129424
2024,7,2,9,1.2350185800786118,39.53710887053824,3.0479397075031542,77.48901671848975,2.044808990347738
2024,7,2,10,0.9317055147762809,37.8335048428721,3.036269782343689,96.74108181950102,1.9377832601515423
2024,7,2,11,0.38809884192812755,37.44369795394737,2.8689575693803966,77.48889374908173,2.1225430909961993
2024,7,2,12,0.14196930279066408,36.10156905683704,2.2393111051578978,95.24788513033494,2.2525874793453635
2024,7,2,13,0.016649422413730724,36.51248631876173,1.2131684868892414,106.05762708259272,2.226220564233663
2024,7,2,14,0.0,31.86479963279234,0.7782181698678651,98.46956113136625,1.3138812528701984
2024,7,2,15,0.0,35.656484746568594,0.3953857744167006,89.82872416628398,0.5007316009945275
2024,7,2,16,0.0,30.956536456084933,0.19903642678919733,107.987976268125,0.2275548262800337
2024,7,2,17,0.0,33.46510593376374,0.2410646120742812,107.0379384804863,0.32148577672998396
2024,7,2,18,0.0,32.24328982322708,0.5360986687722894,109.12040511803413,0.445755688241011
2024,7,2,19,0.0,30.963067140718877,1.0508136211174277,100.66659592703353,1.0504903487313035
2024,7,2,20,0.0,31.152016916165543,1.2875533285679372,106.09730898970446,2.5269675410277257
2024,7,2,21,0.0,28.91331499476215,1.4077317764120112,109.55574286676128,2.5611500374957896
2024,7,2,22,0.0,29.33898626821479,1.856209587385032,93.33889526757365,3.5316020738848293
2024,7,2,23,0.0,26.774862559414995,2.4355407610380095,96.45350441801878,3.611487879325672
2024,7,3,0,0.08336170774819877,32.59468576888682,2.403005080183367,102.06952167725484,3.955450976330017
2024,7,3,1,0.2948496035291391,27.802551483773158,3.4306393497715715,96.66735844259807,3.1187474981589687
2024,7,3,2,0.5000127908549754,33.18278085175898,2.5367008737801227,82.11214572495432,2.646983579270147
2024,7,3,3,0.6421130755735014,31.5262488161356,2.9973400336428813,116.55160298675922,2.5089468810803175
2024,7,3,4,0.9446296793626484,34.83361788563988,2.435049744305848,112.44836151216958,2.3996703035343616
2024,7,3,5,1.0315438218782045,33.06172800184836,2.648432623057237,109.8601703823332,2.6639709744990405
2024,7,3,6,1.217346522930958,36.678508364409744,3.401412815609324,113.15402650421152,2.5801919354406087
2024,7,3,7,0.8279423702414707,31.54423068754621,4.006163544410657,87.56242293753219,3.0167590467533687
2024,7,3,8,0.639061975458296,32.32431418877267,3.8472633028797216,108.5599224669694,2.243828238381721
2024,7,3,9,0.42111446516636886,35.543994945047636,2.7739076242132144,88.368099700499,2.7569682252240297
