YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC
2024,1,1,5,2.3496575011613112,27.95983155821082,3.718042801724082,91.1811623176326,2.0851976255878326
2024,1,1,9,1.6100598525205017,28.716315400512205,4.473898341579851,95.17735247932222,3.1368492154552343
2024,1,1,13,0.0,24.267014933048202,4.115057765674821,97.50478887706757,4.134314399647987
2024,1,1,16,0.0,23.541671030928864,3.475587702672264,91.55578969746523,4.1128729425267405
2024,1,1,17,0.0,22.699752586959068,3.3220093541321685,103.138800077808,3.5045830846224333
2024,1,1,18,0.0,23.14635858682413,3.9111265232970247,102.28839104047425,3.843899336819075
2024,1,1,21,0.0,22.22676697173264,3.6135154685738806,92.57510650763287,3.0480314578758927
2024,1,1,23,0.0,21.945304729448846,3.1041813971161965,102.63387695833067,3.13226510219383
2024,1,2,2,0.5297967239174579,25.49093505823221,4.102586722138232,111.00682530887602,2.8552443670598624
2024,1,2,4,1.58834615321757,26.050337686997377,4.632111399702657,109.95649497098188,2.8541271511869564
2024,1,2,8,1.6889673448552307,28.74392485566374,5.124001513735514,90.63876709649107,3.0522392101916664
2024,1,2,9,1.5422582855046594,28.344139675657114,4.834857793159842,106.56419313721217,3.1636058582103272
2024,1,2,10,0.8250445050584753,27.092732507123575,4.822718349168152,97.68365978953551,3.6467749042990616
2024,1,2,11,0.25914039134481426,26.01040570841126,4.137479817052773,91.89368399305806,3.535405711670275
2024,1,2,18,0.0,23.143614736070983,3.2393664350090767,96.6966135549462,3.452935872836954
2024,1,2,20,0.0,24.108347583363468,3.2618385701704056,97.09048649247782,3.2451488225555205
2024,1,2,22,0.0,22.142338665507683,3.268686076886055,101.11790653729132,3.5701164448516574
2024,1,2,23,0.0,23.080430471257213,3.094061369857264,103.94422707279473,3.6868182007114956
2024,1,3,0,0.0,23.303363180224835,3.3894298861975343,105.81046303089711,3.4789558574055355
2024,1,3,3,1.0500333699614752,26.96866001643389,5.052467641713159,95.84825784760774,3.9072365023075806
2024,1,3,4,1.6118421710795012,27.450406993713525,5.796830450506753,97.36119135445765,3.911823708982217
2024,1,3,6,1.8733678925907422,28.27769440562309,5.06827675736348,96.91774168346484,3.5416690545335676
2024,1,3,9,1.484676663349143,27.073624633624245,5.295265199052426,97.77018747043834,3.060649956730244
2024,1,3,11,0.25610077891548644,26.047467033662937,5.3149485607677995,110.63108631096571,3.697600675440593
2024,1,3,13,0.0,23.77768328509597,4.259264517651868,106.32944577876133,3.9622290936761257
2024,1,3,14,0.0,24.95242546493103,4.320296673226938,110.38675776074749,3.8982123014637047
2024,1,3,18,0.0,24.079242311127285,3.098776049263972,104.62041540563503,2.8108973799306822
2024,1,3,20,0.0,23.98507357359446,2.9898384623156264,98.73379159994995,2.927776645650705
2024,1,3,22,0.0,23.65451303554709,3.2950242447312363,98.39143246294199,3.2941307408164153
2024,1,4,0,0.0,23.31408707387342,3.519325985774552,100.50993290895721,3.4581758327899688
2024,1,4,1,0.0985126627873602,23.289942118926994,3.884660310853862,99.14376231176051,3.6470499252095165
2024,1,4,2,0.430104998686112,25.279389773410106,4.392028301083835,107.51496699365943,2.904256877836185
2024,1,4,3,0.8646455766380038,25.99383158495378,4.169197469493675,100.22353063495683,3.2793522723415203
2024,1,4,4,1.1713603833129407,28.04982628570469,4.4667244090031275,96.79468024649573,3.1546601314186202
2024,1,4,7,1.3364874300795975,27.82045755204401,4.4151437685566615,106.21458637047579,2.9888579356852905
2024,1,4,9,0.7180880220429525,28.27422710034337,4.615510625822418,107.68810327347862,3.6808714430676375
2024,1,4,12,0.009952891472587657,25.77451077919181,3.9497657947459945,99.03839402919502,3.5291618646859377
2024,1,4,14,0.0,24.898608957982578,4.231710527783297,104.17268519247172,4.100225464139065
2024,1,4,15,0.0,24.100457308236102,4.049707944046672,91.92373462132377,3.4643611451044456
2024,1,4,17,0.0,24.199601652268072,3.6828504201879797,101.36383462663294,3.4748712439002563
2024,1,4,18,0.0,24.090186218151104,3.4237123880672615,91.56319000102101,3.2994918776378603
2024,1,4,22,0.0,24.410770266286587,2.8531007831619393,91.1273197107487,3.0615262787827136
2024,1,5,3,0.8572601833982945,25.37748603882745,5.088920497491584,103.1788234835489,3.4378844072315062
2024,1,5,6,2.3449337788927913,29.00813729243218,5.483170932780881,96.73917460143505,3.5344717772109875
2024,1,5,7,2.2103751662799347,28.98201458037183,5.113007953159127,105.50081785725381,3.368232004093155
2024,1,5,8,1.8234527590961644,27.702613836348547,5.038515422386971,108.53680462456396,3.7525532667213253
2024,1,5,12,0.010391789302926757,25.478328763557776,4.486319648117807,93.40950189188688,4.1276426075365675
