YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC,Tp,eta
2024,1,2,23,0.0,7.240021640407668,2.547803100914068,95.38886830095488,3.0263742979007806,7.240021640407668,0.19438558247126977
2024,1,3,0,0.0,8.289716455709723,2.343491797027659,108.29193570854184,2.704780763391013,8.289716455709723,0.19353532967087514
2024,1,3,3,0.3117854174540421,12.575602957965842,1.4662803916327225,106.18545467864811,1.1885811329676947,12.576538314218205,0.19006300396548323
2024,1,3,4,0.4235906008523006,14.837009479303813,1.1918724074372102,108.8410200801631,0.886487370624483,14.83828025110637,0.1882309929966038
2024,1,3,6,0.4988100069974984,21.22196072124655,1.5785421891777234,108.7219114828658,1.289171622422218,21.223457151267542,0.18305899970747327
2024,1,3,9,0.5391828637968209,22.150951055030657,0.7096611734711593,97.88550834577148,0.5353744443735943,22.152568603622047,0.18230641943106615
2024,1,3,11,0.0841143210232194,19.739412991319927,0.4993692350630407,91.0925548619376,0.5117822221953662,19.739665334282996,0.18426087107923075
2024,1,3,13,0.0,15.04655731978798,1.6759350737440832,99.2853249375705,1.6828497179052684,15.04655731978798,0.18806228857097174
2024,1,3,14,0.0,14.14956309014879,2.129575462187804,91.68180459987506,2.0633530063121786,14.14956309014879,0.18878885389697947
2024,1,3,18,0.0,9.57439030044319,2.4457884557575555,99.02096918957731,2.857176618494444,9.57439030044319,0.192494743856641
2024,1,3,20,0.0,7.785945792519018,2.794585707986444,100.18104823364747,3.119079851786654,7.785945792519018,0.1939433839080596
2024,1,3,22,0.0,7.270639980137027,2.9077993438823184,100.74695585080602,3.394354933705848,7.270639980137027,0.194360781616089
2024,1,4,0,0.0,6.812764197057129,2.778958196792628,89.58587037856121,4.043126072837751,6.812764197057129,0.19473166100038372
2024,1,4,1,0.0,7.629438689385901,2.4219531481293437,106.48442990233752,3.0290420138759835,7.629438689385901,0.1940701546615974
2024,1,4,2,0.0934785429787858,8.715360137105005,2.0270771472843485,98.63150125310356,2.772779558471789,8.71564057273394,0.1931903311360855
2024,1,4,3,0.20320705993597,10.19195375979759,1.9904060943681507,103.66392574212104,1.6179178752005314,10.192563380977399,0.1919940236614083
2024,1,4,4,0.2272760882537734,12.025873417234145,1.0747636021085143,91.81069991288597,0.8397418697913962,12.026555245498907,0.19050849025114588
2024,1,4,7,0.260475020567577,17.81017875630409,0.7754592830811673,104.25105064130084,0.6614726072171802,17.810960181365793,0.1858231222530937
2024,1,4,9,0.2137993261473318,18.08176339529896,1.1289560978896656,98.07618404735425,0.9048305828753808,18.0824047932774,0.1856032521174453
2024,1,4,12,0.0,13.30469409583984,1.5358115042792897,103.99727898640876,1.5694117271035923,13.30469409583984,0.1894731977823697
2024,1,4,14,0.0,11.775124659516472,1.912644987622958,107.69876799686728,2.307372656745942,11.775124659516472,0.19071214902579164
2024,1,4,15,0.0,10.327670536006242,2.279338282268583,103.85429742753526,2.532487737401332,10.327670536006242,0.19188458686583493
2024,1,4,17,0.0,8.155663464558216,2.2446141518073843,101.57116182857582,2.925564725974185,8.155663464558216,0.19364391259370783
2024,1,4,18,0.0,8.491423574449204,2.32030928294751,103.38144501475874,2.537330921222092,8.491423574449204,0.19337194690469614
2024,1,4,22,0.0,6.959438444831493,1.9667681819571097,103.9961460530266,2.3120130204172984,6.959438444831493,0.19461285485968646
2024,1,5,3,0.1397648630642562,10.788787268463002,0.9666408451526232,99.56990132641856,0.6249865609624755,10.789206563052195,0.19151074268392773
2024,1,5,6,0.3999799813164557,18.553537673606133,2.0934526315751407,106.07610809280844,1.5165015797687622,18.55473761355008,0.1852206625330244
2024,1,5,7,0.3510627149692111,18.68170356431075,1.5803694143165217,100.37319971740985,1.1908152166732953,18.68275675245566,0.18511696703051092
2024,1,5,8,0.5339058702216433,19.962509827526013,1.2227214078663322,101.84300132540974,0.911571615302134,19.964111545136678,0.1840790696484393
2024,1,5,12,0.0,14.792796206123096,1.2059494589320785,97.75050440511365,1.215270092367314,14.792796206123096,0.18826783507304026
2024,1,5,14,0.0,10.694219202352874,1.6226425929869437,108.41539463887524,1.9405293375424144,10.694219202352874,0.19158768244609417
2024,1,5,16,0.0,10.612941662146447,1.8969237492653424,99.73972886262716,1.7774295373426174,10.612941662146447,0.19165351725366137
2024,1,5,18,0.0,9.770100431796742,1.8928571235234168,93.68928009608376,1.949584272368284,9.770100431796742,0.1923362186502446
2024,1,5,20,0.0,7.602753730527242,1.827058167570818,95.76305504654684,2.143337868037009,7.602753730527242,0.19409176947827292
2024,1,5,22,0.0,7.482536330862809,2.345180676334252,92.34237099668584,2.501990359068374,7.482536330862809,0.19418914557200112
2024,1,6,1,0.0,7.284371705985933,1.606644702664056,92.02179596289194,1.691616115805344,7.284371705985933,0.1943496589181514
2024,1,6,3,0.2660744283000881,9.656195820304026,1.2419320007293375,108.2337356051222,0.8311044932125541,9.656994043588925,0.19242783482469297
2024,1,6,4,0.4432630039505714,13.586674408985209,0.5047214922289268,102.98003279165265,0.2267166398956093,13.58800419799706,0.18924371659962236
2024,1,6,6,0.7206134327409373,18.766422977030334,0.6012365524409274,89.61563472113836,0.4337837632970036,18.768584817328556,0.18504744629796388
2024,1,6,7,0.9157786690654748,19.524932619978483,0.7851923614118942,105.68633297706,0.6213905246889536,19.52767995598568,0.18443257923565157
2024,1,6,9,0.6097627960102775,19.714116728042036,0.8668214299516022,99.93091525024025,0.6214267803508543,19.715946016430067,0.18428008372669163
