YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC,Tp,eta
2024,7,2,6,2.2570488544470564,37.32732000523359,3.0641987251056606,102.9278374019349,2.1800578491863054,37.334091151796926,0.1700093861670445
2024,7,2,8,2.121977544564405,38.24975616405749,2.0443942041969314,93.74087738399878,1.3506347516453954,38.25612209669118,0.16926254110168013
2024,7,2,9,1.7500185735501608,37.04378471069372,1.7934088355367628,91.60434726057112,1.4820767489000777,37.04903476641437,0.17024028183920437
2024,7,2,10,1.191538815748867,37.60984108479667,2.688447809220943,93.32988318603007,2.0371223473613886,37.613415701243916,0.16978313328199243
2024,7,2,11,0.8562021387797177,35.699191240824696,3.1658976834763557,101.32281430952696,2.7664716971979963,35.701759847241036,0.17133157452373476
2024,7,2,12,0.3526111225448956,34.97307702073032,4.019108121975299,89.90547854915087,3.5602103326701697,34.974134854097954,0.17192095076818065
2024,7,2,17,0.0,31.103992351887836,3.904787743492173,92.74539311392128,4.027919184957287,31.103992351887836,0.17505576619497085
2024,7,2,18,0.0,30.02811167120837,3.6166068578474846,100.49955539734958,3.648896827261645,30.02811167120837,0.17592722954632123
2024,7,2,19,0.0,29.525582749771463,3.4664898418881656,103.35990149737869,4.510435799205484,29.525582749771463,0.1763342779726851
2024,7,2,20,0.0,29.3015050660064,4.201088738321377,103.42399159688505,4.382908923109853,29.3015050660064,0.17651578089653483
2024,7,2,21,0.0,29.17406063292849,5.607089752598017,86.38999479283756,5.202454234066353,29.17406063292849,0.17661901088732793
2024,7,2,22,0.0,27.188175090379897,5.928718663695161,98.62480643487922,5.610885238590302,27.188175090379897,0.17822757817679227
2024,7,2,23,0.0,27.828128252889563,6.018770586654485,99.53336573932988,5.0326837666312585,27.828128252889563,0.17770921611515944
2024,7,3,0,0.0609288263501043,28.475543391585752,6.07018385607557,93.6233355613312,6.037540954231629,28.475726178064804,0.1771846617957675
2024,7,3,2,0.9045970642146456,31.195391254241315,7.713924213812529,104.1412431516823,6.090524558694729,31.19810504543396,0.17497953491319848
2024,7,3,3,1.426105588271304,33.22886337746528,6.005029968112493,89.7803079117683,5.526846126527063,33.23314169423009,0.17333115522767362
2024,7,3,4,1.992694366720664,34.92496316326152,5.848660353440888,100.3794689787211,4.736496962117864,34.930941246361684,0.17195593759044703
2024,7,3,6,2.778652694942086,34.85161389243798,3.7225272719270106,95.78823806088376,2.7939864149406395,34.85994985052281,0.1720134406210765
2024,7,3,7,2.564636196695483,35.501209561858666,2.846247841679142,89.04247799445223,2.149652475924159,35.50890347044875,0.1714877881889365
2024,7,3,9,1.6315491972308511,35.57493941771886,1.8584001205015248,94.90860376936529,1.532595510853935,35.57983406531055,0.17143033440709846
2024,7,3,10,1.123142151216207,34.24503952613898,1.296764890605874,98.08654141180844,1.0717463686270712,34.248408952592634,0.17250878874839998
2024,7,3,11,0.7161757542565027,35.49444368604456,1.1049761371076297,103.28466514804155,0.9719331580446504,35.49659221330733,0.17149776030722105
2024,7,3,12,0.322956585477272,33.699464940834496,1.4729443242389235,101.2123066964345,1.3077606709795366,33.70043381059093,0.17295264861342133
2024,7,3,13,0.0452053810538578,31.289526550053605,1.6434301238571651,88.1867149249997,2.0383834904580915,31.289662166196766,0.1749053736453806
2024,7,3,14,0.0,30.86593158082972,2.0501810188095013,85.91991269318363,2.865279040065247,30.86593158082972,0.17524859541952792
2024,7,3,15,0.0,30.057515466900885,2.565142622301746,92.16308063260722,3.2884637393602167,30.057515466900885,0.17590341247181027
2024,7,3,17,0.0,29.9099064031231,3.265362700841168,97.8632297203998,4.860456651632853,29.9099064031231,0.1760229758134703
2024,7,3,18,0.0,29.95839847659399,3.1508012172277926,91.07311422903472,3.908159694594799,29.95839847659399,0.17598369723395887
2024,7,3,20,0.0,28.152761364495483,3.4694873713887464,101.99671889419608,3.309739854346648,28.152761364495483,0.17744626329475865
2024,7,3,21,0.0,28.407864506216853,2.972647219144332,97.73392122881098,3.2012544201496573,28.407864506216853,0.17723962974996435
2024,7,3,22,0.0,28.50471795373698,2.8826151607313677,92.51696301298456,3.01086368551709,28.50471795373698,0.17716117845747303
2024,7,3,23,0.0,27.94930928467729,3.0650848838107625,86.24603985538802,3.2980352974899048,27.94930928467729,0.1776110594794114
2024,7,4,0,0.0312709921767129,27.502969705265524,3.108218967911493,86.20921666397008,3.503250624989138,27.503063518242055,0.17797251855022395
2024,7,4,1,0.1516989843638808,28.370857684114014,3.649559023578123,87.92623247420651,2.967221036182755,28.371312781067108,0.17726923664733563
2024,7,4,2,0.3185888305809049,29.22036484034049,4.2976632894768,99.36396352984411,3.587159314228989,29.221320606832233,0.17658073030846588
2024,7,4,3,0.4512316216167827,29.032975554589964,4.537437224888947,102.47903129085311,3.6800456682102927,29.034329249454814,0.1767321933079416
2024,7,4,4,1.0557062325776774,29.58837653480744,4.904636525789324,87.32051154156704,3.5183306483529826,29.591543653505173,0.17628084964066082
2024,7,4,5,1.199886264962103,29.788686449606743,4.674537052228866,91.65160024622224,3.330971539525424,29.79228610840163,0.1761182482521947
2024,7,4,7,0.4224258833339857,30.699389518257803,4.456415653058016,101.68678325595889,3.365586533880342,30.700656795907804,0.17538246799531468
2024,7,4,8,0.3758248221986844,29.985850322489664,3.874514367283501,87.92710089757644,3.5245530719278566,29.98697779695626,0.17596054798446542
2024,7,4,9,0.4569773905516296,30.153421394035924,4.120254538495838,89.78699728370766,3.119486514496097,30.154792326207577,0.17582461821577186
