YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC,Tp,eta
2024,4,1,20,0.0,19.28469650273401,3.457122820559825,112.9988484329165,5.256216705279411,19.28469650273401,0.18462939583278545
2024,4,1,21,0.0,21.968750730224752,3.761927103501869,114.95968433123912,5.238450804102116,21.968750730224752,0.18245531190851794
2024,4,1,22,0.0,19.59586763381881,2.9020996933866874,93.72035845418094,5.297709738826988,19.59586763381881,0.18437734721660676
2024,4,1,23,0.0,18.12536269142918,2.3710776090292813,93.11098247856394,4.738473359740149,18.12536269142918,0.18556845621994236
2024,4,2,0,0.0,18.139381762253816,3.347442894776266,102.71875557356388,4.804237766759729,18.139381762253816,0.1855571007725744
2024,4,2,1,0.3369953739223416,23.19809807096336,3.571664795294222,90.21654386171812,3.7388402826580647,23.199109057085128,0.18145872166376104
2024,4,2,2,0.986036280310406,25.476117856030363,4.528551339994373,101.80745520788072,3.4022652127513298,25.479075964871296,0.17961194846845424
2024,4,2,3,2.3014369447924845,30.012115496874934,4.427566499363968,95.02030047401286,4.299634047199345,30.019019807709313,0.17593459395575545
2024,4,2,4,2.158054030022216,31.597737378421005,5.229700768925137,97.59513482317644,5.388410389938383,31.604211540511074,0.17465058865218602
2024,4,2,5,3.670662040977005,33.11367753448266,5.090829808285389,109.96903263157176,5.964474656981516,33.12468952060559,0.17341900148830947
2024,4,2,6,3.270356727995657,38.26892155535039,6.580641906061011,83.11028886055732,5.631061739286003,38.278732625534374,0.16924422657331717
2024,4,2,7,3.458202393498284,35.93043897762185,6.855078991748931,84.5229621961162,5.387404666228053,35.94081358480234,0.1711379409963101
2024,4,2,8,2.391413840860595,34.79979194923338,6.578116446808317,83.1134193807793,5.138923421826187,34.806966190755965,0.17205635738548766
2024,4,2,9,1.8449322014562983,37.3492157964166,7.194845821420386,102.96397124190136,5.479562797029037,37.35475059302097,0.169992652019653
2024,4,2,10,1.337833595491403,36.97365616992705,6.465403280728886,112.57193776591244,5.971896505281733,36.977669670713524,0.17029808756672205
2024,4,2,11,0.8920782819527467,33.447561555902006,5.0807143110097215,113.90924008554876,4.216583663212245,33.45023779074786,0.17315530738949422
2024,4,2,12,0.2478501129326349,32.74183168737154,4.208288056519161,99.07842451630822,4.81699016640701,32.742575237710334,0.17372851405745462
2024,4,2,13,0.0,29.699582509553768,2.958565799405936,104.03830390029415,4.378048217702781,29.699582509553768,0.17619333816726146
2024,4,2,14,0.0,27.917972445936595,3.543656697991048,105.78527352569972,4.393844407122414,27.917972445936595,0.17763644231879136
2024,4,2,15,0.0,22.314119522009143,2.748412589367284,96.82529008835422,5.318593854410678,22.314119522009143,0.1821755631871726
2024,4,2,16,0.0,25.46410669206694,2.9115626595106208,104.3951013342312,4.349048907082714,25.46410669206694,0.17962407357942578
2024,4,2,17,0.0,22.38727441153545,3.013312419689228,92.655188816465,3.566793119301625,22.38727441153545,0.18211630772665627
2024,4,2,18,0.0,20.1200614757058,3.538194754819387,103.4160987054602,5.082967402875453,20.1200614757058,0.18395275020467827
2024,4,2,19,0.0,24.54336482325628,2.985755835120136,98.22480075158228,3.6664171124797376,24.54336482325628,0.1803698744931624
2024,4,2,20,0.0,21.56594050358631,2.962524988459382,85.00898863553262,4.107817374695407,21.56594050358631,0.18278158819209508
2024,4,2,21,0.0,23.172143560021382,2.944319146115466,111.89956136309247,4.08454638603498,23.172143560021382,0.18148056371638266
2024,4,2,22,0.0,20.871587399260125,2.4529282100265286,89.1126352141522,3.2822913109837746,20.871587399260125,0.1833440142065993
2024,4,2,23,0.0,19.30226013432633,1.6553603268024042,82.78433086034067,2.1332832826449795,19.30226013432633,0.18461516929119567
2024,4,3,0,0.0088020120816908,21.84772977665281,0.9688478970092204,111.40765748063184,0.9863468292881078,21.847756182689054,0.18255331749202183
2024,4,3,1,0.3669350381410704,25.35791996263385,0.2516417412179563,112.82688157551986,0.2260735135538784,25.359020767748273,0.1797091931781239
2024,4,3,2,0.9046222360951875,25.242903159008197,1.4599829855526834,80.7215095970004,1.0851038340127537,25.245617025716484,0.17980105020916964
2024,4,3,3,1.2800284528245929,30.924790354952243,1.4624044632034636,115.8310471227716,0.8153497329742071,30.928630440310716,0.17519780934334833
2024,4,3,4,2.142952576135313,36.91879420585433,1.2354574985673454,81.66033502740504,0.783940629390796,36.92522306358274,0.17034056931849798
2024,4,3,5,2.321284972809322,35.887931277171944,1.3820539026226155,87.11439921551163,1.131703484969961,35.89489513209037,0.1711751349430068
2024,4,3,6,3.5438176068447835,35.649601871792385,1.612626816364667,79.0885055363894,1.6044617718089402,35.66023332461292,0.17136521100706353
2024,4,3,7,2.996909597778786,41.18359894530517,2.0108413938874827,79.34455395071184,1.8067682687338036,41.19258967409851,0.1668840023639802
2024,4,3,8,2.155518860429567,40.38126185209151,1.728574659657976,82.03814666730612,1.6753827097134897,40.3877284086728,0.16753593998897504
2024,4,3,9,2.093896407645317,38.28674490901757,1.873894836153201,113.44308486396616,1.4955558341758868,38.29302659824051,0.16923264845542518
2024,4,3,10,1.3701140363846258,39.50601600545104,1.7449799061844933,80.83641329377306,1.1214549671006553,39.51012634756019,0.16824679765847625
2024,4,3,11,0.7777638708432244,36.28335006687883,1.2533626300999487,107.86231660384117,1.02077114627207,36.28568335849136,0.17085859647962198
2024,4,3,12,0.2127701952684888,34.33245034354744,0.7727385736739028,101.05155177459632,0.5758595874685191,34.33308865413325,0.17244019819015205
